;start_timestamp;end_timestamp;chord;song_name
0;0.0;1.6718;F:maj7/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
1;1.6718;3.1579;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
2;3.1579;3.5294;G:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
3;3.5294;5.2013;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
4;5.2013;7.3375;G:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
5;7.3375;9.9381;D:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
6;9.9381;10.3097;B:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
7;10.3097;12.0744;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
8;12.0744;13.7462;D:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
9;13.7462;15.2323;F:maj7;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
10;15.2323;17.0899;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
11;17.0899;18.8546;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
12;18.8546;20.4336;D:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
13;20.4336;23.963;F:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
14;23.963;25.6348;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
15;25.6348;26.8423;Ab:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
16;26.8423;27.3067;E:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
17;27.3067;28.8856;C:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
18;28.8856;30.5575;Gb:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
19;30.5575;33.3439;F:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
20;33.3439;38.8238;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
21;38.8238;40.4956;Ab:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
22;40.4956;42.1674;C:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
23;42.1674;43.8393;D:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
24;43.8393;47.1829;F:maj7;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
25;47.1829;47.5545;G:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
26;47.5545;50.5266;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
27;50.5266;52.2913;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
28;52.2913;53.8703;D:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
29;53.8703;55.5421;F:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
30;55.5421;56.7496;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
31;56.7496;57.214;G:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
32;57.214;58.7929;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
33;58.7929;61.022;G:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
34;61.022;63.9942;D:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
35;63.9942;65.666;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
36;65.666;67.3379;D:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
37;67.3379;70.2171;F:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
38;70.2171;70.5887;B:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
39;70.5887;72.4463;C:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
40;72.4463;74.211;D:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
41;74.211;79.3194;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
42;79.3194;80.341;Ab:maj;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
43;80.341;81.8271;A:min7;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
44;81.8271;82.663;C:maj/5;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
45;82.663;84.242;D:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
46;84.242;87.4928;F:maj7;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
47;87.4928;87.9572;G:maj/3;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
48;87.9572;90.0005;A:min;001_Led Zeppelin-1971-Led Zeppelin IV-04-Stairway To Heaven
0;0.0;1.1146;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
1;1.1146;1.9505;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
2;1.9505;4.1796;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
3;4.1796;5.2941;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
4;5.2941;6.4087;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
5;6.4087;9.6595;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
6;9.6595;10.7741;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
7;10.7741;14.1177;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
8;14.1177;15.2323;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
9;15.2323;34.1798;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
10;34.1798;36.2231;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
11;36.2231;37.6163;N;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
12;37.6163;39.2882;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
13;39.2882;40.3098;D:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
14;40.3098;41.9817;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
15;41.9817;44.2108;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
16;44.2108;45.4182;B:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
17;45.4182;48.4833;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
18;48.4833;51.4554;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
19;51.4554;52.2913;D:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
20;52.2913;55.635;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
21;55.635;57.214;D:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
22;57.214;57.957;E:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
23;57.957;59.4431;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
24;59.4431;60.0004;B:7/5;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
25;60.0004;60.9292;B:min/b3;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
26;60.9292;62.9725;E:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
27;62.9725;64.18;A:maj/5;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
28;64.18;65.2016;D:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
29;65.2016;66.4091;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
30;66.4091;67.7094;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
31;67.7094;69.2883;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
32;69.2883;70.6815;E:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
33;70.6815;71.7961;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
34;71.7961;85.2637;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
35;85.2637;86.6569;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
36;86.6569;87.3999;A:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
37;87.3999;89.629;E:min;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
38;89.629;90.0005;G:maj;002_Jimi Hendrix-1984-Kiss The Sky-07-Purple Haze
0;0.0;1.3932;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
1;1.3932;5.5728;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
2;5.5728;7.709;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
3;7.709;9.7524;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
4;9.7524;13.8391;E:min;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
5;13.8391;15.7896;F:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
6;15.7896;18.0187;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
7;18.0187;22.0125;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
8;22.0125;24.1488;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
9;24.1488;26.1921;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
10;26.1921;30.2788;E:min;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
11;30.2788;32.1364;F:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
12;32.1364;34.3655;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
13;34.3655;38.4522;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
14;38.4522;40.4956;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
15;40.4956;42.539;D:maj/3;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
16;42.539;46.6257;E:min;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
17;46.6257;48.669;F:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
18;48.669;50.7124;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
19;50.7124;54.7991;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
20;54.7991;56.8424;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
21;56.8424;58.8858;D:maj/3;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
22;58.8858;62.9725;E:min;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
23;62.9725;64.8301;F:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
24;64.8301;66.7806;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
25;66.7806;71.0531;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
26;71.0531;73.0964;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
27;73.0964;75.1398;D:maj/3;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
28;75.1398;79.2265;E:min;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
29;79.2265;81.2698;F:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
30;81.2698;83.2203;C:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
31;83.2203;87.307;D:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
32;87.307;89.3504;G:maj;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
33;89.3504;90.0005;D:maj/3;003_The Devil's Rejects-24-Lynyrd Skynyrd-Free Bird
0;0.0;1.579;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
1;1.579;3.2508;G:min;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
2;3.2508;5.0155;C:maj/5;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
3;5.0155;7.1517;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
4;7.1517;10.9598;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
5;10.9598;12.8174;C:maj/5;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
6;12.8174;16.8112;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
7;16.8112;18.2973;G:min;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
8;18.2973;19.2261;C:maj/5;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
9;19.2261;20.5264;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
10;20.5264;22.2912;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
11;22.2912;26.0063;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
12;26.0063;27.9568;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
13;27.9568;31.9507;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
14;31.9507;33.6225;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
15;33.6225;34.3655;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
16;34.3655;35.3872;G:maj/3;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
17;35.3872;37.2448;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
18;37.2448;38.1736;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
19;38.1736;40.96;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
20;40.96;41.9817;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
21;41.9817;42.7247;G:maj/3;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
22;42.7247;44.6752;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
23;44.6752;45.604;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
24;45.604;48.2046;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
25;48.2046;50.1551;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
26;50.1551;50.4337;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
27;50.4337;52.1985;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
28;52.1985;56.0065;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
29;56.0065;57.957;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
30;57.957;59.8146;D:7;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
31;59.8146;61.4864;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
32;61.4864;61.9508;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
33;61.9508;63.6227;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
34;63.6227;65.5732;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
35;65.5732;66.5948;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
36;66.5948;67.4307;N;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
37;67.4307;70.31;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
38;70.31;71.0531;N;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
39;71.0531;71.889;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
40;71.889;73.0964;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
41;73.0964;76.9974;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
42;76.9974;78.6692;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
43;78.6692;79.5051;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
44;79.5051;80.4339;G:maj/3;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
45;80.4339;82.3844;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
46;82.3844;83.4061;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
47;83.4061;86.0996;G:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
48;86.0996;86.9355;C:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
49;86.9355;87.9572;G:maj/3;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
50;87.9572;90.0005;D:maj;004_ACDC-1980-Back In Black-07-You Shook Me All Night Long
0;0.0;1.579;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
1;1.579;2.4149;C:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
2;2.4149;3.065;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
3;3.065;8.9165;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
4;8.9165;11.0527;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
5;11.0527;14.7679;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
6;14.7679;16.9041;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
7;16.9041;20.6193;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
8;20.6193;23.5915;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
9;23.5915;26.4707;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
10;26.4707;29.5358;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
11;29.5358;32.5079;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
12;32.5079;34.6442;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
13;34.6442;38.3594;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
14;38.3594;40.4956;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
15;40.4956;44.2108;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
16;44.2108;46.347;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
17;46.347;50.1551;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
18;50.1551;52.3842;D:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
19;52.3842;56.0994;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
20;56.0994;58.2356;D:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
21;58.2356;62.0437;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
22;62.0437;64.18;D:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
23;64.18;67.8023;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
24;67.8023;69.9385;D:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
25;69.9385;73.5608;E:min7;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
26;73.5608;75.7899;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
27;75.7899;79.5051;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
28;79.5051;81.0841;D:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
29;81.0841;81.6414;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
30;81.6414;85.2637;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
31;85.2637;87.3999;D:maj;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
32;87.3999;90.0005;E:min;005_Black Sabbath-2004-Black Box__1970-1978-08-Paranoid
0;0.0;3.1579;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
1;3.1579;12.6317;N;006a_Van Halen-1978-Van Halen-02-Eruption
2;12.6317;16.8112;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
3;16.8112;17.8329;N;006a_Van Halen-1978-Van Halen-02-Eruption
4;17.8329;19.7834;Ab:maj;006a_Van Halen-1978-Van Halen-02-Eruption
5;19.7834;22.1983;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
6;22.1983;26.0063;Ab:maj;006a_Van Halen-1978-Van Halen-02-Eruption
7;26.0063;27.1209;Db:maj;006a_Van Halen-1978-Van Halen-02-Eruption
8;27.1209;31.1147;Ab:maj/3;006a_Van Halen-1978-Van Halen-02-Eruption
9;31.1147;32.6008;Bb:7;006a_Van Halen-1978-Van Halen-02-Eruption
10;32.6008;34.2727;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
11;34.2727;35.3872;B:maj/3;006a_Van Halen-1978-Van Halen-02-Eruption
12;35.3872;37.059;Db:maj/3;006a_Van Halen-1978-Van Halen-02-Eruption
13;37.059;43.282;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
14;43.282;44.4894;Gb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
15;44.4894;44.9538;F:maj;006a_Van Halen-1978-Van Halen-02-Eruption
16;44.9538;45.4182;E:maj/5;006a_Van Halen-1978-Van Halen-02-Eruption
17;45.4182;48.0189;Bb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
18;48.0189;48.9477;Eb:min/5;006a_Van Halen-1978-Van Halen-02-Eruption
19;48.9477;52.57;Bb:maj/3;006a_Van Halen-1978-Van Halen-02-Eruption
20;52.57;55.0777;Eb:min/5;006a_Van Halen-1978-Van Halen-02-Eruption
21;55.0777;56.0065;Eb:7;006a_Van Halen-1978-Van Halen-02-Eruption
22;56.0065;57.1211;Ab:maj/5;006a_Van Halen-1978-Van Halen-02-Eruption
23;57.1211;59.7217;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
24;59.7217;60.1861;Db:min;006a_Van Halen-1978-Van Halen-02-Eruption
25;60.1861;60.6505;Eb:min;006a_Van Halen-1978-Van Halen-02-Eruption
26;60.6505;61.1149;A:maj;006a_Van Halen-1978-Van Halen-02-Eruption
27;61.1149;62.1366;G:minmaj7;006a_Van Halen-1978-Van Halen-02-Eruption
28;62.1366;62.6939;E:min;006a_Van Halen-1978-Van Halen-02-Eruption
29;62.6939;71.5175;Eb:maj;006a_Van Halen-1978-Van Halen-02-Eruption
30;71.5175;72.7249;N;006a_Van Halen-1978-Van Halen-02-Eruption
0;0.0;5.1084;Bb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
1;5.1084;15.5109;Eb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
2;15.5109;19.319;Db:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
3;19.319;21.5481;Gb:min;006b_Van Halen-1978-Van Halen-03-You Really Got Me
4;21.5481;22.9413;Ab:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
5;22.9413;24.4274;Gb:min;006b_Van Halen-1978-Van Halen-03-You Really Got Me
6;24.4274;25.9135;B:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
7;25.9135;31.672;Ab:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
8;31.672;32.8795;Eb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
9;32.8795;39.8454;Bb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
10;39.8454;50.1551;Eb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
11;50.1551;51.2697;Db:min;006b_Van Halen-1978-Van Halen-03-You Really Got Me
12;51.2697;53.5917;Db:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
13;53.5917;58.2356;Ab:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
14;58.2356;58.6072;Gb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
15;58.6072;59.8146;B:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
16;59.8146;60.5576;Db:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
17;60.5576;65.0159;Ab:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
18;65.0159;65.4803;Gb:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
19;65.4803;66.5948;E:maj;006b_Van Halen-1978-Van Halen-03-You Really Got Me
20;66.5948;69.1026;Eb:min/b3;006b_Van Halen-1978-Van Halen-03-You Really Got Me
21;69.1026;71.1459;Ab:min7;006b_Van Halen-1978-Van Halen-03-You Really Got Me
22;71.1459;72.8178;Gb:min;006b_Van Halen-1978-Van Halen-03-You Really Got Me
23;72.8178;90.0005;N;006b_Van Halen-1978-Van Halen-03-You Really Got Me
0;0.0;1.1146;F:maj;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
1;1.1146;1.4861;Bb:7;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
2;1.4861;1.8576;Eb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
3;1.8576;2.6935;Eb:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
4;2.6935;3.5294;Bb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
5;3.5294;4.2725;A:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
6;4.2725;5.2013;Bb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
7;5.2013;5.9443;Eb:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
8;5.9443;6.7802;Bb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
9;6.7802;7.6161;A:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
10;7.6161;8.5449;Bb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
11;8.5449;10.2168;Eb:maj;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
12;10.2168;11.8886;Bb:maj/3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
13;11.8886;13.4676;Db:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
14;13.4676;14.1177;C:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
15;14.1177;18.7617;F:7/5;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
16;18.7617;28.8856;Bb:maj;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
17;28.8856;32.3222;G:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
18;32.3222;37.4306;C:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
19;37.4306;39.1024;F:7;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
20;39.1024;42.4461;Bb:maj;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
21;42.4461;45.8826;G:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
22;45.8826;47.6473;C:min;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
23;47.6473;48.3904;B:maj7;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
24;48.3904;49.2263;G:min/b3;007_Queen-1991-A Night At the Opera-10-Bohemian Rhapsody
