;start_timestamp;end_timestamp;chord;song_name
29;43.3749;45.0467;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
30;45.0467;46.9972;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
31;46.9972;48.4833;E:min;409_April Wine-1991-Harder Faster-01-I Like To Rock
32;48.4833;50.3409;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
33;50.3409;50.8053;A:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
34;50.8053;51.7341;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
35;51.7341;52.57;N;409_April Wine-1991-Harder Faster-01-I Like To Rock
36;52.57;55.8208;E:7;409_April Wine-1991-Harder Faster-01-I Like To Rock
37;55.8208;57.8641;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
38;57.8641;59.3502;E:7;409_April Wine-1991-Harder Faster-01-I Like To Rock
39;59.3502;60.279;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
40;60.279;61.3007;A:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
41;61.3007;63.344;E:min;409_April Wine-1991-Harder Faster-01-I Like To Rock
42;63.344;64.923;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
43;64.923;66.502;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
44;66.502;68.4524;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
45;68.4524;70.4029;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
46;70.4029;70.8673;Db:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
47;70.8673;71.7961;B:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
48;71.7961;73.9323;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
49;73.9323;75.5113;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
50;75.5113;76.1615;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
51;76.1615;77.4618;A:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
52;77.4618;78.1119;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
53;78.1119;79.0407;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
54;79.0407;82.1986;C:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
55;82.1986;85.9138;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
56;85.9138;87.4928;E:min;409_April Wine-1991-Harder Faster-01-I Like To Rock
57;87.4928;88.7931;D:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
58;88.7931;89.2575;G:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
59;89.2575;90.0005;E:maj;409_April Wine-1991-Harder Faster-01-I Like To Rock
0;0.0;0.8359;Db:min;410_Blues_Brothers_-_Soul_Man
1;0.8359;1.4861;A:maj7;410_Blues_Brothers_-_Soul_Man
2;1.4861;2.7864;Db:min;410_Blues_Brothers_-_Soul_Man
3;2.7864;3.901;A:maj;410_Blues_Brothers_-_Soul_Man
4;3.901;5.9443;E:maj;410_Blues_Brothers_-_Soul_Man
5;5.9443;8.0805;D:maj;410_Blues_Brothers_-_Soul_Man
6;8.0805;14.3035;E:maj;410_Blues_Brothers_-_Soul_Man
7;14.3035;16.3468;D:maj;410_Blues_Brothers_-_Soul_Man
8;16.3468;18.4831;E:maj;410_Blues_Brothers_-_Soul_Man
9;18.4831;19.5048;A:maj;410_Blues_Brothers_-_Soul_Man
10;19.5048;20.2478;B:maj;410_Blues_Brothers_-_Soul_Man
11;20.2478;22.8484;E:maj;410_Blues_Brothers_-_Soul_Man
12;22.8484;23.4986;Db:min7;410_Blues_Brothers_-_Soul_Man
13;23.4986;24.3345;A:maj;410_Blues_Brothers_-_Soul_Man
14;24.3345;25.6348;Db:min;410_Blues_Brothers_-_Soul_Man
15;25.6348;28.6999;A:maj;410_Blues_Brothers_-_Soul_Man
16;28.6999;29.7215;Db:min7;410_Blues_Brothers_-_Soul_Man
17;29.7215;30.5575;A:maj;410_Blues_Brothers_-_Soul_Man
18;30.5575;31.7649;Db:min7;410_Blues_Brothers_-_Soul_Man
19;31.7649;32.4151;A:maj;410_Blues_Brothers_-_Soul_Man
20;32.4151;33.8083;Db:min7;410_Blues_Brothers_-_Soul_Man
21;33.8083;34.5513;A:maj;410_Blues_Brothers_-_Soul_Man
22;34.5513;35.8516;Db:min7;410_Blues_Brothers_-_Soul_Man
23;35.8516;37.059;A:maj;410_Blues_Brothers_-_Soul_Man
24;37.059;39.0095;E:maj7;410_Blues_Brothers_-_Soul_Man
25;39.0095;41.1458;D:maj;410_Blues_Brothers_-_Soul_Man
26;41.1458;47.3687;E:maj;410_Blues_Brothers_-_Soul_Man
27;47.3687;49.4121;D:maj;410_Blues_Brothers_-_Soul_Man
28;49.4121;51.5483;E:maj;410_Blues_Brothers_-_Soul_Man
29;51.5483;52.7557;A:maj;410_Blues_Brothers_-_Soul_Man
30;52.7557;54.7991;E:maj;410_Blues_Brothers_-_Soul_Man
31;54.7991;57.8641;A:maj;410_Blues_Brothers_-_Soul_Man
32;57.8641;58.7;Db:min7;410_Blues_Brothers_-_Soul_Man
33;58.7;59.8146;A:maj;410_Blues_Brothers_-_Soul_Man
34;59.8146;60.7434;Db:min;410_Blues_Brothers_-_Soul_Man
35;60.7434;62.1366;A:maj;410_Blues_Brothers_-_Soul_Man
36;62.1366;62.7868;Db:min;410_Blues_Brothers_-_Soul_Man
37;62.7868;65.5732;A:maj;410_Blues_Brothers_-_Soul_Man
38;65.5732;66.8735;Db:min7;410_Blues_Brothers_-_Soul_Man
39;66.8735;67.6165;A:maj;410_Blues_Brothers_-_Soul_Man
40;67.6165;68.8239;Db:min7;410_Blues_Brothers_-_Soul_Man
41;68.8239;70.0314;A:maj7;410_Blues_Brothers_-_Soul_Man
42;70.0314;71.9819;E:maj;410_Blues_Brothers_-_Soul_Man
43;71.9819;74.1181;D:maj;410_Blues_Brothers_-_Soul_Man
44;74.1181;80.341;E:maj;410_Blues_Brothers_-_Soul_Man
45;80.341;82.4773;D:maj;410_Blues_Brothers_-_Soul_Man
46;82.4773;84.5206;E:maj;410_Blues_Brothers_-_Soul_Man
47;84.5206;85.821;A:maj;410_Blues_Brothers_-_Soul_Man
48;85.821;86.4711;E:maj;410_Blues_Brothers_-_Soul_Man
49;86.4711;88.1429;C:maj;410_Blues_Brothers_-_Soul_Man
50;88.1429;88.6073;F:maj7;410_Blues_Brothers_-_Soul_Man
51;88.6073;90.0005;G:maj;410_Blues_Brothers_-_Soul_Man
0;0.0;1.3003;G:maj;411_Rush-1990-Chronicles-13-Freewill
1;1.3003;2.322;F:maj;411_Rush-1990-Chronicles-13-Freewill
2;2.322;3.065;C:maj;411_Rush-1990-Chronicles-13-Freewill
3;3.065;3.9938;G:maj;411_Rush-1990-Chronicles-13-Freewill
4;3.9938;4.644;F:maj;411_Rush-1990-Chronicles-13-Freewill
5;4.644;5.2013;C:maj;411_Rush-1990-Chronicles-13-Freewill
6;5.2013;5.5728;G:maj/3;411_Rush-1990-Chronicles-13-Freewill
7;5.5728;5.9443;A:min7;411_Rush-1990-Chronicles-13-Freewill
8;5.9443;6.3158;G:maj;411_Rush-1990-Chronicles-13-Freewill
9;6.3158;7.8019;F:maj;411_Rush-1990-Chronicles-13-Freewill
10;7.8019;9.3809;D:min;411_Rush-1990-Chronicles-13-Freewill
11;9.3809;10.9598;B:min7;411_Rush-1990-Chronicles-13-Freewill
12;10.9598;12.4459;Bb:maj7;411_Rush-1990-Chronicles-13-Freewill
13;12.4459;14.0249;F:maj;411_Rush-1990-Chronicles-13-Freewill
14;14.0249;15.5109;C:maj;411_Rush-1990-Chronicles-13-Freewill
15;15.5109;17.0899;B:min7;411_Rush-1990-Chronicles-13-Freewill
16;17.0899;18.576;Bb:maj7;411_Rush-1990-Chronicles-13-Freewill
17;18.576;21.641;D:maj/5;411_Rush-1990-Chronicles-13-Freewill
18;21.641;23.3128;B:min7;411_Rush-1990-Chronicles-13-Freewill
19;23.3128;24.7989;Bb:maj7;411_Rush-1990-Chronicles-13-Freewill
20;24.7989;26.3779;F:maj;411_Rush-1990-Chronicles-13-Freewill
21;26.3779;27.8639;C:maj;411_Rush-1990-Chronicles-13-Freewill
22;27.8639;29.4429;B:min7;411_Rush-1990-Chronicles-13-Freewill
23;29.4429;31.0219;Bb:maj7;411_Rush-1990-Chronicles-13-Freewill
24;31.0219;34.6442;D:maj;411_Rush-1990-Chronicles-13-Freewill
25;34.6442;36.2231;A:maj/3;411_Rush-1990-Chronicles-13-Freewill
26;36.2231;37.1519;B:maj;411_Rush-1990-Chronicles-13-Freewill
27;37.1519;37.895;E:maj;411_Rush-1990-Chronicles-13-Freewill
28;37.895;38.2665;D:maj/3;411_Rush-1990-Chronicles-13-Freewill
29;38.2665;39.9383;A:maj;411_Rush-1990-Chronicles-13-Freewill
30;39.9383;40.4956;D:maj;411_Rush-1990-Chronicles-13-Freewill
31;40.4956;41.4244;A:maj/3;411_Rush-1990-Chronicles-13-Freewill
32;41.4244;41.9817;B:min;411_Rush-1990-Chronicles-13-Freewill
33;41.9817;43.0034;A:maj;411_Rush-1990-Chronicles-13-Freewill
34;43.0034;43.6535;G:maj;411_Rush-1990-Chronicles-13-Freewill
35;43.6535;44.025;D:maj/3;411_Rush-1990-Chronicles-13-Freewill
36;44.025;45.6969;A:maj;411_Rush-1990-Chronicles-13-Freewill
37;45.6969;46.2541;D:maj;411_Rush-1990-Chronicles-13-Freewill
38;46.2541;47.8331;A:maj;411_Rush-1990-Chronicles-13-Freewill
39;47.8331;48.5761;B:maj;411_Rush-1990-Chronicles-13-Freewill
40;48.5761;49.6907;E:maj;411_Rush-1990-Chronicles-13-Freewill
41;49.6907;51.5483;A:maj;411_Rush-1990-Chronicles-13-Freewill
42;51.5483;52.3842;D:maj;411_Rush-1990-Chronicles-13-Freewill
43;52.3842;53.0344;A:maj/3;411_Rush-1990-Chronicles-13-Freewill
44;53.0344;53.5917;B:min;411_Rush-1990-Chronicles-13-Freewill
45;53.5917;55.8208;A:maj;411_Rush-1990-Chronicles-13-Freewill
46;55.8208;57.7712;D:maj;411_Rush-1990-Chronicles-13-Freewill
47;57.7712;59.0716;F:maj;411_Rush-1990-Chronicles-13-Freewill
48;59.0716;59.3502;B:maj;411_Rush-1990-Chronicles-13-Freewill
49;59.3502;59.6288;A:min;411_Rush-1990-Chronicles-13-Freewill
50;59.6288;60.0004;G:maj;411_Rush-1990-Chronicles-13-Freewill
51;60.0004;61.3007;F:maj;411_Rush-1990-Chronicles-13-Freewill
52;61.3007;61.4864;E:maj;411_Rush-1990-Chronicles-13-Freewill
53;61.4864;62.1366;D:min;411_Rush-1990-Chronicles-13-Freewill
54;62.1366;62.6939;C:maj/5;411_Rush-1990-Chronicles-13-Freewill
55;62.6939;63.2512;F:maj;411_Rush-1990-Chronicles-13-Freewill
56;63.2512;65.0159;C:maj;411_Rush-1990-Chronicles-13-Freewill
57;65.0159;68.3595;F:maj;411_Rush-1990-Chronicles-13-Freewill
58;68.3595;70.0314;C:maj;411_Rush-1990-Chronicles-13-Freewill
59;70.0314;73.2822;F:maj;411_Rush-1990-Chronicles-13-Freewill
60;73.2822;74.211;C:maj;411_Rush-1990-Chronicles-13-Freewill
61;74.211;74.6754;A:min7;411_Rush-1990-Chronicles-13-Freewill
62;74.6754;75.0469;C:maj7/5;411_Rush-1990-Chronicles-13-Freewill
63;75.0469;75.6042;F:maj;411_Rush-1990-Chronicles-13-Freewill
64;75.6042;76.533;C:maj;411_Rush-1990-Chronicles-13-Freewill
65;76.533;76.9045;D:maj;411_Rush-1990-Chronicles-13-Freewill
66;76.9045;78.1119;C:maj;411_Rush-1990-Chronicles-13-Freewill
67;78.1119;79.4122;F:maj;411_Rush-1990-Chronicles-13-Freewill
68;79.4122;79.8766;B:7;411_Rush-1990-Chronicles-13-Freewill
69;79.8766;80.341;C:maj/5;411_Rush-1990-Chronicles-13-Freewill
70;80.341;81.6414;F:maj;411_Rush-1990-Chronicles-13-Freewill
71;81.6414;81.92;E:min7;411_Rush-1990-Chronicles-13-Freewill
72;81.92;82.4773;D:min;411_Rush-1990-Chronicles-13-Freewill
73;82.4773;83.1274;C:maj;411_Rush-1990-Chronicles-13-Freewill
74;83.1274;84.3349;F:maj;411_Rush-1990-Chronicles-13-Freewill
75;84.3349;84.6135;G:maj/3;411_Rush-1990-Chronicles-13-Freewill
76;84.6135;85.4494;A:min7;411_Rush-1990-Chronicles-13-Freewill
77;85.4494;86.0996;F:maj;411_Rush-1990-Chronicles-13-Freewill
78;86.0996;87.7714;C:maj;411_Rush-1990-Chronicles-13-Freewill
79;87.7714;88.1429;G:maj;411_Rush-1990-Chronicles-13-Freewill
80;88.1429;88.7931;F:maj;411_Rush-1990-Chronicles-13-Freewill
81;88.7931;89.7219;C:maj;411_Rush-1990-Chronicles-13-Freewill
82;89.7219;90.0005;A:min7;411_Rush-1990-Chronicles-13-Freewill
0;0.0;1.4861;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
1;1.4861;2.2291;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
2;2.2291;4.2725;A:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
3;4.2725;6.2229;D:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
4;6.2229;7.6161;A:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
5;7.6161;8.5449;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
6;8.5449;9.6595;D:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
7;9.6595;10.4954;G:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
8;10.4954;12.6317;A:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
9;12.6317;14.3035;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
10;14.3035;15.8824;A:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
11;15.8824;16.8112;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
12;16.8112;17.9258;D:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
13;17.9258;18.6688;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
14;18.6688;26.285;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
15;26.285;29.35;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
16;29.35;31.8578;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
17;31.8578;34.6442;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
18;34.6442;36.2231;A:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
19;36.2231;37.6163;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
20;37.6163;38.9166;F:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
21;38.9166;41.703;D:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
22;41.703;43.1891;G:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
23;43.1891;44.025;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
24;44.025;44.3966;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
25;44.3966;47.2758;F:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
26;47.2758;49.8765;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
27;49.8765;55.3564;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
28;55.3564;58.1428;F:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
29;58.1428;60.9292;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
30;60.9292;63.9013;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
31;63.9013;66.6877;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
32;66.6877;69.1955;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
33;69.1955;72.0747;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
34;72.0747;74.5825;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
35;74.5825;75.8828;A:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
36;75.8828;77.4618;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
37;77.4618;78.855;F:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
38;78.855;79.4122;D:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
39;79.4122;81.3627;D:min;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
40;81.3627;84.0562;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
41;84.0562;86.9355;F:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
42;86.9355;89.7219;C:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
43;89.7219;90.0005;G:maj;412_Iron Maiden-2005-Edward The Great-01-Run To The Hills
0;0.0;1.0217;Bb:min;413_Stevie Ray Vaughn - Crossfire
1;1.0217;3.2508;Eb:min7;413_Stevie Ray Vaughn - Crossfire
2;3.2508;4.7369;Db:maj;413_Stevie Ray Vaughn - Crossfire
3;4.7369;6.4087;Eb:min7;413_Stevie Ray Vaughn - Crossfire
4;6.4087;7.6161;Eb:7;413_Stevie Ray Vaughn - Crossfire
5;7.6161;8.3592;Db:maj;413_Stevie Ray Vaughn - Crossfire
6;8.3592;9.1951;Eb:7/5;413_Stevie Ray Vaughn - Crossfire
7;9.1951;10.6812;Eb:min7;413_Stevie Ray Vaughn - Crossfire
8;10.6812;13.5605;Eb:7;413_Stevie Ray Vaughn - Crossfire
9;13.5605;14.9537;Eb:min;413_Stevie Ray Vaughn - Crossfire
10;14.9537;17.4614;Db:maj;413_Stevie Ray Vaughn - Crossfire
11;17.4614;27.4924;Eb:7;413_Stevie Ray Vaughn - Crossfire
12;27.4924;30.2788;Db:maj;413_Stevie Ray Vaughn - Crossfire
13;30.2788;35.7587;Eb:7;413_Stevie Ray Vaughn - Crossfire
14;35.7587;37.6163;Db:maj;413_Stevie Ray Vaughn - Crossfire
15;37.6163;38.7309;Gb:maj;413_Stevie Ray Vaughn - Crossfire
16;38.7309;40.8671;Eb:7;413_Stevie Ray Vaughn - Crossfire
17;40.8671;42.7247;Db:maj;413_Stevie Ray Vaughn - Crossfire
18;42.7247;44.2108;Eb:7;413_Stevie Ray Vaughn - Crossfire
19;44.2108;44.4894;Gb:maj/5;413_Stevie Ray Vaughn - Crossfire
20;44.4894;46.9043;Bb:min/b3;413_Stevie Ray Vaughn - Crossfire
21;46.9043;49.2263;Eb:7;413_Stevie Ray Vaughn - Crossfire
22;49.2263;49.6907;Db:maj;413_Stevie Ray Vaughn - Crossfire
23;49.6907;50.991;Bb:min;413_Stevie Ray Vaughn - Crossfire
24;50.991;60.5576;Eb:7;413_Stevie Ray Vaughn - Crossfire
25;60.5576;63.4369;Db:maj;413_Stevie Ray Vaughn - Crossfire
26;63.4369;68.7311;Eb:7;413_Stevie Ray Vaughn - Crossfire
27;68.7311;71.889;Db:maj;413_Stevie Ray Vaughn - Crossfire
28;71.889;73.9323;Gb:maj;413_Stevie Ray Vaughn - Crossfire
29;73.9323;75.9757;Ab:maj;413_Stevie Ray Vaughn - Crossfire
30;75.9757;77.8333;Gb:maj;413_Stevie Ray Vaughn - Crossfire
31;77.8333;79.6909;Ab:7;413_Stevie Ray Vaughn - Crossfire
32;79.6909;84.985;Eb:7;413_Stevie Ray Vaughn - Crossfire
33;84.985;86.0067;Db:maj;413_Stevie Ray Vaughn - Crossfire
34;86.0067;88.2358;Bb:min;413_Stevie Ray Vaughn - Crossfire
35;88.2358;89.3504;Eb:7;413_Stevie Ray Vaughn - Crossfire
36;89.3504;90.0005;Db:maj;413_Stevie Ray Vaughn - Crossfire
0;0.0;3.1579;Db:min;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
1;3.1579;4.0867;N;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
2;4.0867;15.6038;Db:min;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
3;15.6038;17.1828;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
4;17.1828;18.1116;N;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
5;18.1116;19.9692;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
6;19.9692;21.2695;N;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
7;21.2695;22.384;Gb:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
8;22.384;24.0559;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
9;24.0559;25.1704;Gb:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
10;25.1704;26.9351;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
11;26.9351;28.3283;E:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
12;28.3283;29.7215;A:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
13;29.7215;30.2788;E:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
14;30.2788;30.8361;A:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
15;30.8361;32.6008;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
16;32.6008;33.9011;E:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
17;33.9011;35.3872;A:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
18;35.3872;38.0807;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
19;38.0807;39.6597;E:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
20;39.6597;41.0529;A:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
21;41.0529;43.7464;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
22;43.7464;45.2325;E:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
23;45.2325;46.6257;A:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
24;46.6257;49.5049;B:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
25;49.5049;50.0622;Db:min;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
26;50.0622;55.1706;N;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
27;55.1706;65.0159;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
28;65.0159;66.8735;B:maj/5;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
29;66.8735;68.7311;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
30;68.7311;74.954;N;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
31;74.954;76.533;Db:min/b3;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
32;76.533;77.5546;E:maj7;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
33;77.5546;80.0624;Db:min;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
34;80.0624;80.8054;A:maj/3;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
35;80.8054;82.0129;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
36;82.0129;82.7559;Db:min/b3;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
37;82.7559;83.4061;E:maj/5;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
38;83.4061;90.0005;Db:maj;414_Def Leppard-1987-Hysteria-05-Pour Some Sugar On Me
0;0.0;1.1146;D:7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
1;1.1146;1.3932;G:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
2;1.3932;5.9443;D:min7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
3;5.9443;6.5945;G:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
4;6.5945;8.6378;F:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
5;8.6378;18.1116;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
6;18.1116;19.5976;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
7;19.5976;26.9351;D:min7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
8;26.9351;28.4212;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
9;28.4212;31.672;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
10;31.672;33.3439;G:maj/5;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
11;33.3439;34.9228;D:min7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
12;34.9228;36.2231;G:7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
13;36.2231;38.4522;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
14;38.4522;53.0344;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
15;53.0344;54.6133;F:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
16;54.6133;62.2295;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
17;62.2295;63.0654;F:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
18;63.0654;64.0871;D:7;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
19;64.0871;71.7961;N;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
20;71.7961;73.0964;G:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
21;73.0964;75.1398;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
22;75.1398;77.5546;F:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
23;77.5546;79.9695;G:maj/5;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
24;79.9695;81.8271;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
25;81.8271;84.242;D:maj;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
26;84.242;87.0284;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
27;87.0284;89.1646;G:maj/5;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
28;89.1646;90.0005;D:min;415_Ultimate Seventies - 1971 - 04 - Rod Stewart - (I Know) 
0;0.0;0.8359;D:maj/5;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
1;0.8359;1.2074;G:maj;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
2;1.2074;20.8051;A:maj;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
3;20.8051;21.0837;C:maj;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
4;21.0837;23.5915;A:maj;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
5;23.5915;24.1488;D:7;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
6;24.1488;25.6348;G:maj;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
7;25.6348;26.9351;B:min7;416_Ozzy Osbourne-1980-Blizzard Of Ozz-05-Suicide Solution
